Index,Name,Form,Pokemon,Gender,CP,HP,Atk IV,Def IV,Sta IV,IV Avg,Level Min,Level Max,Quick Move,Charge Move,Charge Move 2,Scan Date,Catch Date,Weight,Height,Lucky,Shadow/Purified,Favorite,Dust,Rank % (G),Rank # (G),Stat Product (G),Dust Cost (G),Candy Cost (G),Name (G),Form (G),Sha/Pur (G),Rank % (U),Rank # (U),Stat Product (U),Dust Cost (U),Candy Cost (U),Name (U),Form (U),Sha/Pur (U),Rank % (L),Rank # (L),Stat Product (L),Dust Cost (L),Candy Cost (L),Name (L),Form (L),Sha/Pur (L),Marked for PvP use
298,Landorus,Normal,645,♂,2534,146,14,12,15,91.1,25.0,25.0,Mud Shot,,,"2023-05-15 03:38",,55.98kg,1.32m,0,0,0,4000,,,,,,,,,,,,,,,,,,,,,,,,,
299,Zekrom,,644,,2243,129,,,,74.1,20.0,20.0,Dragon Breath,,,"2023-05-15 03:38",,174.16kg,2.19m,0,0,0,2500,,,,,,,,,26.27%,2758,94.81%,11000,10,Zekrom,,0,,,,,,,,,
300,Zekrom,,644,,2489,137,,,,85.9,22.0,22.0,Charge Beam,,,"2023-05-15 03:38",,430.83kg,3.26m,0,0,0,3000,,,,,,,,,89.77%,249,97.70%,0,0,Zekrom,,0,,,,,,,,,
301,Zekrom,,644,,2809,143,12,13,10,77.8,25.0,25.0,Charge Beam,,,"2023-05-15 03:38",,337.47kg,2.8m,0,0,0,4000,,,,,,,,,,,,,,,,,,,,,,,,,
302,Zekrom,,644,,2825,143,13,14,10,82.2,25.0,25.0,Charge Beam,,,"2023-05-15 03:38",,150.63kg,2.33m,0,0,0,4000,,,,,,,,,,,,,,,,,,,,,,,,,
303,Zekrom,,644,,2838,146,,,,88.9,25.0,25.0,Charge Beam,,,"2023-05-15 03:38",,257.87kg,2.85m,0,0,0,4000,,,,,,,,,,,,,,,,,,,,,,,,,
304,Zekrom,,644,,2851,143,15,15,10,88.9,25.0,25.0,Dragon Breath,,,"2023-05-15 03:38",,359.93kg,2.9m,0,0,0,4000,,,,,,,,,,,,,,,,,,,,,,,,,
305,Reshiram,,643,,2261,128,15,11,10,80.0,20.0,20.0,Dragon Breath,,,"2023-05-15 03:37",,318.08kg,3.12m,0,0,0,2500,,,,,,,,,51.31%,1995,95.52%,11000,10,Reshiram,,0,,,,,,,,,
306,Reshiram,,643,,2286,129,,,,91.1,20.0,20.0,Fire Fang,,,"2023-05-15 03:37",,189.17kg,2.31m,0,0,0,2500,,,,,,,,,24.55%,2965,94.61%,8000,7,Reshiram,,0,,,,,,,,,
307,Reshiram,,643,,2500,136,12,15,13,88.9,22.0,22.0,Fire Fang,,,"2023-05-15 03:37",,285.78kg,3.03m,0,0,0,3000,,,,,,,,,93.60%,263,97.67%,0,0,Reshiram,,0,,,,,,,,,
308,Reshiram,,643,,2846,145,15,11,13,86.7,25.0,25.0,Fire Fang,,,"2023-05-15 03:37",,428.4kg,3.57m,0,0,0,4000,,,,,,,,,,,,,,,,,,,,,,,,,
309,Reshiram,,643,,3373,158,,,,80.4,29.5,30.5,Fire Fang,,,"2023-05-15 03:37",,225.6kg,3.08m,0,0,0,5000,,,,,,,,,,,,,,,,,,,,,,,,,
310,Thundurus,Normal,642,♂,1834,118,,,,68.9,20.0,20.0,Astonish,,,"2023-05-15 03:37",,73.91kg,1.62m,0,0,0,2500,,,,,,,,,50.75%,734,96.85%,47000,42,Thundurus,Normal,0,,,,,,,,,
311,Thundurus,Normal,642,♂,1843,118,,,,72.6,20.0,20.0,Thunder Shock,,,"2023-05-15 03:37",,38.75kg,1.2m,0,0,0,2500,,,,,,,,,72.54%,648,96.98%,47000,42,Thundurus,Normal,0,,,,,,,,,
312,Thundurus,Normal,642,♂,1859,120,,,,80.0,20.0,20.0,Thunder Shock,,,"2023-05-15 03:37",,78.24kg,1.72m,0,0,0,2500,,,,,,,,,44.42%,1406,96.10%,43000,38,Thundurus,Normal,0,,,,,,,,,
313,Thundurus,Normal,642,♂,1873,120,10,15,14,86.7,20.0,20.0,Astonish,,,"2023-05-15 03:37",3/24/2023,84.65kg,1.82m,0,0,0,2500,,,,,,,,,81.03%,778,96.81%,43000,38,Thundurus,Normal,0,,,,,,,,,
314,Thundurus,Normal,642,♂,2292,132,,,,69.3,25.0,25.0,Thunder Shock,,,"2023-05-15 03:37",,60.3kg,1.54m,0,0,0,4000,,,,,,,,,59.13%,620,97.01%,16000,14,Thundurus,Normal,0,,,,,,,,,
315,Tornadus,Normal,641,♂,1882,118,,,,86.7,20.0,20.0,Air Slash,,,"2023-05-15 03:37",,60.88kg,1.36m,0,0,0,2500,,,,,,,,,70.24%,954,96.59%,43000,38,Tornadus,Normal,0,,,,,,,,,
316,Tornadus,Normal,641,♂,1889,120,14,13,14,91.1,20.0,20.0,Air Slash,,,"2023-05-15 03:37",,17.88kg,0.75m,0,0,0,2500,,,,,,,,,26.03%,3030,94.59%,39000,34,Tornadus,Normal,0,,,,,,,,,
317,Tornadus,Normal,641,♂,2331,134,12,11,14,82.2,25.0,25.0,Bite,,,"2023-05-15 03:36",,96.9kg,1.82m,0,0,0,4000,,,,,,,,,45.05%,2251,95.33%,12000,10,Tornadus,Normal,0,,,,,,,,,
318,Deino,,633,♂,298,65,,,,50.4,11.0,11.0,,,,"2023-05-15 03:36",,16.38kg,0.81m,0,0,0,1300,44.37%,400,97.34%,130000,147,Zweilous,,0,52.34%,185,98.11%,68000,192,Hydreigon,,0,18.65%,1803,92.97%,23600,28,Deino,,0,
319,Deino,,633,♀,322,69,,,,86.7,11.0,11.0,,,,"2023-05-15 03:36",,17.96kg,0.75m,0,0,0,1300,47.11%,1563,95.42%,10000,139,Hydreigon,,0,79.58%,317,97.74%,60500,186,Hydreigon,,0,58.13%,1008,94.38%,19200,24,Deino,,0,
320,Deino,,633,♀,445,78,,,,87.4,15.0,15.0,,,,"2023-05-15 03:36",,20.66kg,0.88m,0,0,0,1900,46.82%,1768,95.28%,86400,103,Zweilous,,0,16.12%,3098,94.69%,45400,167,Hydreigon,,0,22.23%,2802,91.31%,5700,6,Deino,,0,
321,Vullaby,,629,♀,720,111,,,,95.6,20.0,20.0,Air Slash,,,"2023-05-15 03:36",,9.37kg,0.47m,0,0,0,2500,32.03%,2714,93.57%,27500,75,Mandibuzz,,0,99.85%,6,99.31%,475000,298,Mandibuzz,,0,,,,,,,,,
322,Braviary,Hisuian,628,♂,1573,152,,,,85.6,20.0,20.0,Air Slash,Ominous Wind,,"2023-05-15 03:36",,21.42kg,1.28m,0,0,0,2500,,,,,,,,,58.57%,865,97.28%,116000,106,Braviary,Hisuian,0,,,,,,,,,
323,Rufflet,,627,♂,314,68,,,,67.0,8.0,8.0,,,,"2023-05-15 03:36",,9.08kg,0.45m,0,0,0,800,54.88%,381,96.99%,388600,290,Rufflet,,0,49.56%,367,97.79%,108600,154,Braviary,Normal,0,68.92%,117,96.63%,9500,12,Rufflet,,0,
324,Rufflet,,627,♂,344,70,,,,46.5,9.0,9.0,,,,"2023-05-15 03:36",,11.94kg,0.57m,0,0,0,1000,49.98%,357,97.08%,468000,288,Rufflet,,0,35.60%,820,97.10%,117000,160,Braviary,Normal,0,47.71%,65,97.18%,9200,12,Rufflet,,0,
325,Pawniard,,624,♀,770,82,,,,68.9,20.0,20.0,Scratch,,,"2023-05-15 03:36",,7.45kg,0.44m,0,0,0,2500,78.58%,420,95.99%,431000,248,Pawniard,,0,42.04%,1554,96.01%,123000,164,Bisharp,,0,,,,,,,,,
326,Pawniard,,624,♀,798,84,,,,88.1,20.0,20.0,Scratch,,,"2023-05-15 03:36",,6.86kg,0.44m,0,0,0,2500,91.23%,246,96.67%,350000,248,Pawniard,,0,75.41%,714,96.90%,103000,142,Bisharp,,0,,,,,,,,,
327,Pawniard,,624,♂,798,84,,,,88.1,20.0,20.0,Fury Cutter,,,"2023-05-15 03:36",,6.43kg,0.38m,0,0,0,2500,91.23%,246,96.67%,350000,248,Pawniard,,0,75.41%,714,96.90%,103000,142,Bisharp,,0,,,,,,,,,
328,Golurk,,623,,630,82,,,,55.4,8.0,8.5,,,,"2023-05-15 03:36",,443.11kg,3.26m,0,1,0,961,75.43%,7,99.48%,45365,64,Golurk,,1,67.37%,47,98.95%,238565,271,Golurk,,1,,,,,,,,,
329,Golurk,,623,,1591,131,,,,74.6,20.0,20.5,Mud-Slap,,,"2023-05-15 03:35",,373.2kg,2.8m,0,0,0,2500,,,,,,,,,44.54%,836,97.22%,120500,112,Golurk,,0,,,,,,,,,
330,Golurk,,623,,1593,128,,,,69.6,20.0,20.5,Astonish,Dynamic Punch,,"2023-05-15 03:35",,365.86kg,3.15m,0,0,0,2500,,,,,,,,,30.67%,1965,96.10%,120500,112,Golurk,,0,,,,,,,,,
331,Golett,,622,,223,59,,,,24.4,8.0,8.0,,,,"2023-05-15 03:35",,66.41kg,0.88m,0,1,0,961,77.18%,240,97.72%,49326,119,Golurk,,1,59.25%,500,97.68%,281526,381,Golurk,,1,67.12%,416,95.79%,32406,51,Golett,,1,
332,Druddigon,,621,♀,1637,123,,,,83.3,21.5,21.5,Bite,,,"2023-05-15 03:35",,153.4kg,1.67m,0,0,0,3000,,,,,,,,,61.01%,540,97.64%,137000,133,Druddigon,,0,,,,,,,,,
333,Druddigon,,621,♂,1925,132,,,,88.9,25.0,25.0,Bite,Dragon Claw,,"2023-05-15 03:35",,106.11kg,1.48m,0,0,0,4000,,,,,,,,,27.67%,2713,95.43%,99000,94,Druddigon,,0,,,,,,,,,
334,Stunfisk,Galarian,618,♂,572,107,,,,63.2,10.0,10.0,Mud Shot,Muddy Water,,"2023-05-15 03:35",,30.36kg,0.84m,0,0,0,1000,69.59%,216,97.79%,74000,72,Stunfisk,Galarian,0,67.66%,807,92.15%,510000,286,Stunfisk,Galarian,0,,,,,,,,,
335,Stunfisk,Galarian,618,♂,1203,151,,,,81.5,20.0,20.0,Metal Claw,Muddy Water,,"2023-05-15 03:35",,17.24kg,0.59m,0,0,0,2500,12.58%,3152,93.25%,27500,25,Stunfisk,Galarian,0,95.43%,86,96.60%,475000,248,Stunfisk,Galarian,0,,,,,,,,,
336,Stunfisk,Galarian,618,♀,1233,151,15,15,14,97.8,20.0,20.0,Metal Claw,Earthquake,,"2023-05-15 03:35",,8.86kg,0.56m,0,0,0,2500,28.91%,2912,93.55%,24000,22,Stunfisk,Galarian,0,99.98%,2,99.53%,475000,248,Stunfisk,Galarian,0,,,,,,,,,
337,Stunfisk,Galarian,618,♂,1503,169,,,,84.4,25.0,25.0,Mud Shot,Earthquake,,"2023-05-15 03:35",,28.8kg,0.84m,0,0,0,4000,,,,,,,,,96.64%,62,97.03%,444000,220,Stunfisk,Galarian,0,,,,,,,,,
338,Stunfisk,Normal,618,♀,336,81,,,,68.7,6.0,6.0,Mud Shot,,,"2023-05-15 03:35",,10.05kg,0.73m,0,0,0,600,50.65%,425,97.17%,76400,77,Stunfisk,Normal,0,79.20%,331,94.34%,516400,294,Stunfisk,Normal,0,64.46%,630,95.08%,3600,5,Stunfisk,Normal,0,
339,Stunfisk,Normal,618,♀,388,88,,,,58.6,7.0,7.0,Mud Shot,,,"2023-05-15 03:35",,13.9kg,0.75m,0,0,0,800,54.16%,435,97.13%,79200,78,Stunfisk,Normal,0,59.15%,968,91.59%,515200,292,Stunfisk,Normal,0,37.12%,1477,93.06%,2400,3,Stunfisk,Normal,0,
340,Stunfisk,Normal,618,♀,646,110,,,,66.4,11.0,11.0,Thunder Shock,Mud Bomb,,"2023-05-15 03:35",,8.86kg,0.64m,0,0,0,1300,52.14%,913,96.28%,68000,67,Stunfisk,Normal,0,82.08%,393,93.98%,508000,284,Stunfisk,Normal,0,,,,,,,,,
341,Stunfisk,Normal,618,♀,655,108,,,,65.9,11.0,11.0,Thunder Shock,Discharge,,"2023-05-15 03:34",,20.57kg,0.95m,0,0,0,1300,18.06%,3251,93.05%,64000,64,Stunfisk,Normal,0,86.39%,453,93.66%,508000,284,Stunfisk,Normal,0,,,,,,,,,
342,Stunfisk,Normal,618,♂,902,130,,,,81.1,15.0,15.0,Thunder Shock,Muddy Water,,"2023-05-15 03:34",,9.84kg,0.67m,0,0,0,1900,13.58%,3444,92.78%,48900,45,Stunfisk,Normal,0,95.71%,150,95.79%,496400,268,Stunfisk,Normal,0,,,,,,,,,
343,Stunfisk,Normal,618,♀,1400,171,1,1,12,31.1,26.0,26.0,Mud Shot,Muddy Water,,"2023-05-15 03:34",,16.78kg,0.85m,0,0,0,4000,70.87%,1194,95.85%,12500,12,Stunfisk,Normal,0,8.13%,3763,83.15%,436000,214,Stunfisk,Normal,0,,,,,,,,,
344,Stunfisk,Normal,618,♀,1531,172,,,,50.2,27.0,27.0,Thunder Shock,Muddy Water,,"2023-05-15 03:34",,7.42kg,0.67m,0,0,0,4500,,,,,,,,,49.85%,1338,90.47%,428000,206,Stunfisk,Normal,0,,,,,,,,,
345,Stunfisk,Normal,618,♂,1629,175,14,10,13,82.2,27.0,27.0,Thunder Shock,Muddy Water,,"2023-05-15 03:34",,10.72kg,0.65m,0,0,0,4500,,,,,,,,,96.43%,147,95.80%,428000,206,Stunfisk,Normal,0,,,,,,,,,
346,Stunfisk,Normal,618,♂,1863,186,,,,45.6,35.0,35.0,Mud Shot,Muddy Water,,"2023-05-15 03:34",,15.69kg,0.8m,0,0,0,8000,,,,,,,,,45.24%,1805,89.21%,338000,118,Stunfisk,Normal,0,,,,,,,,,
347,Beartic,,614,♂,1494,127,13,14,12,86.7,17.5,17.5,Charm,,,"2023-05-15 03:34",12/27/2022,261.65kg,2.58m,1,0,0,1100,84.08%,653,96.25%,0,0,Beartic,,0,48.23%,2121,96.05%,38300,68,Beartic,,0,,,,,,,,,
348,Fraxure,,611,♂,1248,104,14,14,10,84.4,20.0,20.0,Dragon Tail,,,"2023-05-15 03:34",,33.05kg,0.99m,0,0,0,2500,76.41%,967,96.06%,24000,22,Fraxure,,0,97.90%,87,97.51%,475000,248,Fraxure,,0,,,,,,,,,
349,Axew,,610,♀,128,37,,,,54.9,4.0,4.0,,,,"2023-05-15 03:34",,18.23kg,0.61m,0,0,0,400,93.87%,2,99.89%,23900,157,Haxorus,,0,58.70%,270,98.05%,82400,209,Haxorus,,0,83.62%,42,97.83%,5600,34,Fraxure,,0,
350,Axew,,610,♂,352,59,,,,54.1,10.0,10.0,,,,"2023-05-15 03:34",,20.45kg,0.66m,0,0,0,1000,87.81%,4,99.56%,15500,145,Haxorus,,0,46.22%,229,98.15%,70000,194,Haxorus,,0,64.00%,114,97.22%,10400,14,Axew,,0,
351,Axew,,610,♂,747,86,,,,80.0,20.0,20.0,Scratch,,,"2023-05-15 03:34",,13.71kg,0.54m,0,0,0,2500,94.49%,26,98.78%,475000,248,Axew,,0,77.21%,54,98.94%,31000,153,Haxorus,,0,,,,,,,,,
352,Axew,,610,♀,749,84,,,,79.3,20.0,20.0,Scratch,,,"2023-05-15 03:34",,27.77kg,0.73m,0,0,0,2500,95.01%,147,97.27%,475000,248,Axew,,0,87.88%,238,98.13%,31000,153,Haxorus,,0,,,,,,,,,
353,Axew,,610,♂,752,86,,,,82.2,20.0,20.0,Iron Tail,,,"2023-05-15 03:33",,18.64kg,0.58m,0,0,0,2500,96.10%,53,98.28%,475000,248,Axew,,0,95.15%,79,97.67%,475000,273,Fraxure,,0,,,,,,,,,
354,Axew,,610,♂,759,86,,,,86.7,20.0,20.0,Iron Tail,,,"2023-05-15 03:33",,15.01kg,0.55m,0,0,0,2500,97.51%,5,99.41%,460000,248,Axew,,0,97.91%,16,99.11%,475000,273,Fraxure,,0,,,,,,,,,
355,Axew,,610,♂,759,86,,,,86.7,20.0,20.0,Iron Tail,,,"2023-05-15 03:33",,15.88kg,0.57m,0,0,0,2500,97.51%,5,99.41%,460000,248,Axew,,0,97.91%,16,99.11%,475000,273,Fraxure,,0,,,,,,,,,
356,Axew,,610,♂,768,86,,,,91.9,20.0,20.0,Scratch,,,"2023-05-15 03:33",,24.36kg,0.69m,0,0,0,2500,97.05%,36,98.60%,431000,248,Axew,,0,99.43%,1,100%,475000,273,Fraxure,,0,,,,,,,,,
357,Axew,,610,♀,769,84,14,15,12,91.1,20.0,20.0,Scratch,,,"2023-05-15 03:33",,26.62kg,0.74m,0,0,0,2500,98.61%,58,98.12%,431000,248,Axew,,0,99.46%,23,98.89%,475000,273,Fraxure,,0,,,,,,,,,
358,Axew,,610,♂,795,87,13,12,13,84.4,21.0,21.0,Scratch,,,"2023-05-15 03:33",,19.27kg,0.59m,0,0,0,3000,98.97%,43,98.38%,470000,244,Axew,,0,97.05%,122,96.96%,470000,269,Fraxure,,0,,,,,,,,,
359,Axew,,610,♀,803,87,14,13,13,88.9,21.0,21.0,Iron Tail,,,"2023-05-15 03:33",,5.3kg,0.33m,0,0,0,3000,97.85%,89,97.83%,440000,244,Axew,,0,98.66%,56,98.11%,470000,269,Fraxure,,0,,,,,,,,,
360,Elgyem,,605,♂,94,34,,,,62.6,3.0,3.0,,,,"2023-05-15 03:33",,12.64kg,0.6m,0,0,0,400,64.85%,30,99.00%,44200,102,Beheeyem,,0,63.65%,1,100%,222200,284,Beheeyem,,0,55.11%,66,97.36%,18000,26,Elgyem,,0,
361,Elgyem,,605,♀,134,40,,,,66.1,4.0,4.0,,,,"2023-05-15 03:33",,5.97kg,0.48m,0,0,0,400,75.43%,215,96.71%,518400,298,Elgyem,,0,51.78%,80,98.72%,212400,270,Beheeyem,,0,67.16%,63,97.41%,17200,24,Elgyem,,0,
362,Elgyem,,605,♀,564,80,,,,73.8,15.0,15.0,Confusion,,,"2023-05-15 03:33",,5.17kg,0.38m,0,0,0,1900,92.59%,99,97.53%,496400,268,Elgyem,,0,41.96%,1561,96.44%,166400,210,Beheeyem,,0,,,,,,,,,
363,Elgyem,,605,♂,683,92,,,,35.6,20.0,20.0,Confusion,,,"2023-05-15 03:33",,12.99kg,0.58m,0,0,0,2500,85.38%,145,98.12%,5000,54,Beheeyem,,0,70.46%,363,97.87%,225000,298,Beheeyem,,0,,,,,,,,,
364,Eelektross,,604,♀,1470,124,,,,94.4,19.0,19.0,Acid,,,"2023-05-15 03:33",,84.52kg,2.1m,1,0,0,1250,39.96%,2065,94.73%,0,0,Eelektross,,0,64.14%,992,97.20%,67500,126,Eelektross,,0,,,,,,,,,
365,Klink,,599,,530,77,,,,82.2,20.0,20.0,Charge Beam,,,"2023-05-15 03:32",,13.34kg,0.23m,0,0,0,2500,25.25%,2958,94.08%,65000,83,Klang,,0,27.25%,2837,95.17%,178000,307,Klinklang,,0,,,,,,,,,
366,Ferroseed,,597,♂,174,48,,,,72.8,7.0,7.0,,,,"2023-05-15 03:32",,12.5kg,0.44m,0,0,0,800,21.06%,1575,95.36%,60700,113,Ferrothorn,,0,83.85%,62,98.55%,485200,342,Ferrothorn,,0,32.49%,1468,93.61%,37700,42,Ferroseed,,0,
367,Ferroseed,,597,♀,375,71,,,,65.3,15.0,15.0,,,,"2023-05-15 03:32",,25.08kg,0.72m,0,0,0,1900,39.24%,1351,95.64%,41900,89,Ferrothorn,,0,85.71%,69,98.51%,496400,318,Ferrothorn,,0,40.24%,1096,94.43%,21400,20,Ferroseed,,0,
368,Ferroseed,,597,♀,768,102,,,,81.1,30.0,30.0,Tackle,,,"2023-05-15 03:32",,13.36kg,0.55m,0,0,0,5000,95.31%,122,94.26%,400000,182,Ferroseed,,0,92.06%,136,97.96%,356000,232,Ferrothorn,,0,,,,,,,,,
369,Joltik,,595,♀,13,13,,,,62.7,1.0,1.0,,,,"2023-05-15 03:32",,0.79kg,0.11m,0,0,0,200,38.05%,145,97.76%,80000,137,Galvantula,,0,71.13%,93,96.10%,520000,354,Galvantula,,0,44.65%,20,98.65%,7200,65,Galvantula,,0,
370,Joltik,,595,♂,210,55,,,,63.0,8.0,8.0,,,,"2023-05-15 03:32",,0.43kg,0.09m,0,1,0,961,46.52%,272,97.29%,88326,158,Galvantula,,1,88.59%,89,96.14%,402600,258,Galvantula,,2,69.74%,19,98.66%,961,52,Galvantula,,1,
371,Joltik,,595,♀,216,54,,,,69.2,8.0,8.0,,,,"2023-05-15 03:32",,0.54kg,0.09m,0,1,0,961,33.35%,1553,95.25%,83526,154,Galvantula,,1,94.13%,68,96.55%,402600,258,Galvantula,,2,30.88%,1626,92.78%,35046,54,Joltik,,1,
372,Joltik,,595,♂,261,58,,,,46.2,10.0,10.0,Sucker Punch,,,"2023-05-15 03:32",,0.49kg,0.08m,0,0,0,1000,25.79%,884,96.09%,70000,119,Galvantula,,0,43.26%,1335,89.55%,510000,336,Galvantula,,0,31.72%,1412,93.16%,30000,34,Joltik,,0,
373,Joltik,,595,♂,425,77,,,,57.8,16.0,16.0,,,,"2023-05-15 03:32",,0.42kg,0.09m,0,0,0,1900,42.46%,983,95.95%,52600,97,Galvantula,,0,62.82%,658,91.97%,492600,314,Galvantula,,0,31.33%,1341,93.28%,10400,10,Joltik,,0,
374,Joltik,,595,♀,467,79,,,,44.8,18.0,18.0,Charge Beam,,,"2023-05-15 03:32",,0.37kg,0.09m,0,0,0,2200,22.55%,2720,93.97%,48400,92,Galvantula,,0,37.70%,2081,87.43%,484400,306,Galvantula,,0,25.52%,2070,92.04%,4400,4,Joltik,,0,
375,Joltik,,595,♂,549,87,,,,71.5,20.0,20.0,Charge Beam,,,"2023-05-15 03:32",,0.41kg,0.09m,0,0,0,2500,36.38%,1444,95.38%,31000,78,Galvantula,,0,85.98%,303,93.91%,475000,298,Galvantula,,0,,,,,,,,,
376,Joltik,,595,♀,568,87,,,,40.9,22.0,22.0,Sucker Punch,,,"2023-05-15 03:32",,0.58kg,0.11m,0,0,0,3000,28.86%,1837,94.96%,28000,74,Galvantula,,0,30.52%,1698,88.50%,464000,288,Galvantula,,0,,,,,,,,,
377,Frillish,,592,♀,519,82,,,,83.6,15.0,15.0,Hex,,,"2023-05-15 03:31",,18.64kg,1.04m,0,0,0,1900,66.68%,816,96.59%,38400,86,Jellicent,,0,90.70%,98,98.51%,424400,318,Jellicent,,0,,,,,,,,,
378,Frillish,,592,♀,526,81,,,,85.6,15.0,15.0,Bubble,,,"2023-05-15 03:31",,36.62kg,1.29m,0,0,0,1900,21.57%,3013,93.78%,35400,83,Jellicent,,0,83.19%,560,97.03%,397400,318,Jellicent,,0,,,,,,,,,
379,Frillish,,592,♀,914,108,,,,90.0,26.0,26.0,Hex,,,"2023-05-15 03:31",,28.59kg,1.23m,0,0,0,4000,99.11%,34,97.00%,436000,214,Frillish,,0,88.60%,366,97.47%,337000,264,Jellicent,,0,,,,,,,,,
380,Frillish,,592,♂,15,14,,,,42.6,1.0,1.0,Bubble,,,"2023-05-15 03:31",,28.63kg,1.1m,0,0,0,200,62.55%,4,99.88%,76000,134,Jellicent,,0,34.87%,252,97.71%,520000,354,Jellicent,,0,64.73%,2,99.86%,29300,42,Frillish,,0,
381,Frillish,,592,♂,514,82,,,,77.4,15.0,15.0,Hex,,,"2023-05-15 03:31",,30.16kg,1.08m,0,0,0,1900,40.34%,1219,96.02%,38400,86,Jellicent,,0,84.57%,99,98.51%,438400,318,Jellicent,,0,,,,,,,,,
382,Frillish,,592,♂,626,88,,,,51.9,19.0,19.0,Bubble,,,"2023-05-15 03:31",,35.33kg,1.27m,0,0,0,2500,11.16%,2867,93.99%,25500,73,Jellicent,,0,64.64%,421,97.25%,480000,302,Jellicent,,0,,,,,,,,,
383,Frillish,,592,♂,684,95,,,,75.6,20.0,20.0,Bubble,,,"2023-05-15 03:31",,32.95kg,1.21m,0,0,0,2500,34.82%,1614,95.52%,17000,66,Jellicent,,0,77.40%,204,98.00%,417000,298,Jellicent,,0,,,,,,,,,
384,Foongus,,590,♀,181,63,,,,77.7,7.0,7.0,,,,"2023-05-15 03:31",,1.28kg,0.2m,0,0,0,800,20.65%,2144,94.33%,71200,122,Amoonguss,,0,92.49%,91,96.62%,515200,342,Amoonguss,,0,76.78%,337,96.35%,2400,53,Amoonguss,,0,
385,Foongus,,590,♂,346,88,,,,81.0,13.0,13.0,,,,"2023-05-15 03:31",,1.13kg,0.21m,0,1,0,1921,37.92%,2543,93.84%,1000,46,Amoonguss,,2,98.59%,11,98.82%,400600,256,Amoonguss,,2,34.51%,1613,93.21%,24724,33,Foongus,,1,
386,Foongus,,590,♀,548,109,,,,91.1,20.0,20.0,Feint Attack,,,"2023-05-15 03:31",,1.3kg,0.22m,0,0,0,2500,26.61%,2745,93.58%,27500,75,Amoonguss,,0,99.30%,17,98.38%,475000,298,Amoonguss,,0,,,,,,,,,
387,Karrablast,,588,♀,82,30,,,,65.0,3.0,3.0,,,,"2023-05-15 03:31",,7.21kg,0.53m,0,0,0,400,49.29%,501,96.62%,39200,248,Escavalier,,0,25.70%,1465,96.60%,160200,358,Escavalier,,0,82.07%,344,96.82%,3400,207,Escavalier,,0,
388,Karrablast,,588,♂,264,56,,,,40.5,9.0,9.0,,,,"2023-05-15 03:31",,4.94kg,0.41m,0,0,0,1000,35.54%,1384,95.32%,34500,238,Escavalier,,0,45.39%,345,97.97%,190000,390,Escavalier,,0,29.77%,1056,94.33%,21300,26,Karrablast,,0,
389,Karrablast,,588,♂,559,82,,,,62.0,18.0,18.0,Fury Cutter,,,"2023-05-15 03:30",,8.15kg,0.53m,0,0,0,2200,55.34%,1018,95.78%,4400,204,Escavalier,,0,41.59%,446,97.78%,132400,322,Escavalier,,0,,,,,,,,,
390,Karrablast,,588,♂,705,98,,,,30.0,25.0,25.0,Fury Cutter,,,"2023-05-15 03:30",,5.9kg,0.53m,0,0,0,4000,11.71%,3516,77.65%,444000,220,Karrablast,,0,69.83%,814,97.27%,138000,342,Escavalier,,0,,,,,,,,,
391,Karrablast,,588,♂,805,102,,,,66.0,26.0,26.0,Peck,,,"2023-05-15 03:30",,6.78kg,0.52m,0,0,0,4000,75.16%,440,91.13%,436000,214,Karrablast,,0,62.65%,108,98.64%,84000,280,Escavalier,,0,,,,,,,,,
392,Deerling,,585,♀,183,56,,,,25.6,7.0,7.0,,,,"2023-05-15 03:30",,22.5kg,0.65m,0,0,0,800,78.32%,161,97.54%,67700,119,Sawsbuck,,0,9.29%,3447,93.28%,515200,342,Sawsbuck,,0,78.57%,215,96.22%,33000,38,Deerling,,0,
393,Deerling,,585,♂,192,59,,,,51.8,7.0,7.0,,,,"2023-05-15 03:30",,26kg,0.7m,0,0,0,800,77.36%,16,98.75%,60700,113,Sawsbuck,,0,87.07%,36,99.30%,515200,342,Sawsbuck,,0,94.18%,3,99.37%,1600,52,Sawsbuck,,0,
394,Deerling,,585,♀,216,57,,,,85.2,7.0,7.0,,,,"2023-05-15 03:30",,11.91kg,0.5m,0,0,0,800,54.40%,1227,95.51%,51200,104,Sawsbuck,,0,61.01%,1051,96.58%,353200,342,Sawsbuck,,0,87.62%,367,95.84%,800,51,Sawsbuck,,0,
395,Deerling,,585,♂,332,74,,,,71.5,11.0,11.0,Tackle,,,"2023-05-15 03:30",,26.33kg,0.71m,0,0,0,1300,48.97%,382,96.88%,47000,99,Sawsbuck,,0,66.11%,297,98.07%,409000,334,Sawsbuck,,0,65.82%,137,96.66%,17300,22,Deerling,,0,
396,Deerling,,585,♂,337,74,,,,41.1,12.0,12.0,Take Down,,,"2023-05-15 03:30",,22.98kg,0.7m,0,0,0,1300,46.05%,458,96.70%,54400,104,Sawsbuck,,0,60.41%,123,98.68%,505400,330,Sawsbuck,,0,54.38%,367,95.56%,18800,22,Deerling,,0,
397,Vanilluxe,,584,♀,2023,127,,,,82.2,25.5,26.0,Astonish,,,"2023-05-15 03:30",,94.82kg,1.62m,1,0,0,2000,,,,,,,,,63.92%,1319,96.77%,42000,80,Vanilluxe,,0,,,,,,,,,
