Exeggutor , NaN , 0.82 , 12 , 10 , 15 , 0.89 , 0.93 , 0.45
Marowak , NaN , 0.82 , 11 , 15 , 11 , 0.93 , 0.69 , 0.43
Marowak , NaN , 0.82 , 11 , 14 , 12 , 0.93 , 0.69 , 0.43
Hitmonlee , 2298 , 0.69 , 5 , 14 , 12 , 0.67 , 0.81 , 0.87
Hitmonlee , NaN , 0.96 , 13 , 15 , 15 , 0.71 , 0.80 , 0.87
Hitmonlee , NaN , 0.71 , 5 , 12 , 15 , 0.68 , 0.82 , 0.88
Hitmonchan , NaN , 0.87 , 11 , 13 , 15 , 0.70 , 0.78 , 0.87
Hitmonchan , NaN , 0.73 , 5 , 15 , 13 , 0.68 , 0.82 , 0.88
Hitmonchan , 511 , 0.82 , 13 , 12 , 12 , 0.69 , 0.77 , 0.86
Hitmonchan , 486 , 0.49 , 8 , 4 , 10 , 0.64 , 0.77 , 0.86
Hitmonchan , NaN , 0.91 , 11 , 15 , 15 , 0.71 , 0.79 , 0.88
Lickitung , NaN , 0.87 , 14 , 12 , 13 , 0.87 , 0.95 , 0.51
Lickitung , NaN , 0.84 , 11 , 14 , 13 , 0.86 , 0.97 , 0.51
Lickitung , NaN , 0.73 , 6 , 15 , 12 , 0.93 , 0.98 , 0.49
Koffing , NaN , 0.93 , 14 , 15 , 13 , 0.89 , 0.85 , 0.40
Koffing , 625 , 0.67 , 3 , 14 , 13 , 0.90 , 0.78 , 0.37
Koffing , 580 , 0.78 , 6 , 14 , 15 , 0.94 , 0.81 , 0.38
Koffing , NaN , 0.78 , 11 , 13 , 11 , 0.94 , 0.81 , 0.38
Weezing , 368 , 0.80 , 13 , 9 , 14 , 0.86 , 0.82 , 0.39
Weezing , NaN , 0.87 , 14 , 12 , 13 , 0.87 , 0.84 , 0.39
Weezing , NaN , 0.82 , 14 , 12 , 11 , 0.86 , 0.82 , 0.39
Rhyhorn , 303 , 0.76 , 7 , 15 , 12 , 0.95 , 0.96 , 0.65
Rhydon , 503 , 0.64 , 12 , 12 , 5 , 0.93 , 0.94 , 0.64
Chansey , NaN , 0.80 , 15 , 11 , 10 , 0.87 , 0.95 , 0.51
Chansey , NaN , 0.53 , 8 , 15 , 1 , 0.88 , 0.87 , 0.47
Chansey , 505 , 0.82 , 11 , 14 , 12 , 0.84 , 0.93 , 0.49
Chansey , NaN , 0.60 , 3 , 12 , 12 , 0.90 , 0.81 , 0.43
Tangela , NaN , 0.84 , 13 , 13 , 12 , 0.92 , 0.93 , 0.92
Tangela , 1386 , 0.49 , 0 , 12 , 10 , 0.84 , 0.91 , 0.85
Tangela , 1092 , 0.42 , 2 , 15 , 2 , 0.82 , 0.95 , 0.83
Tangela , NaN , 0.82 , 13 , 13 , 11 , 0.91 , 0.93 , 0.92
Tangela , NaN , 0.78 , 15 , 8 , 12 , 0.90 , 0.92 , 0.91
Tangela , 457 , 0.49 , 1 , 13 , 8 , 0.84 , 0.91 , 0.85
Tangela , NaN , 0.80 , 13 , 11 , 12 , 0.91 , 0.92 , 0.91
Horsea , NaN , 0.96 , 15 , 13 , 15 , 0.84 , 0.63 , 0.29
Goldeen , 564 , 0.44 , 0 , 8 , 12 , 0.92 , 0.65 , 0.32
Goldeen , NaN , 0.69 , 1 , 15 , 15 , 0.92 , 0.71 , 0.35
Goldeen , 305 , 0.76 , 6 , 13 , 15 , 0.94 , 0.73 , 0.36
Goldeen , NaN , 0.76 , 8 , 13 , 13 , 0.94 , 0.73 , 0.36
Staryu , 455 , 0.91 , 15 , 11 , 15 , 0.92 , 0.77 , 0.35
Staryu , 437 , 0.51 , 3 , 11 , 9 , 0.97 , 0.67 , 0.31
Staryu , NaN , 0.67 , 2 , 15 , 13 , 0.94 , 0.71 , 0.33
Electabuzz , 1307 , 0.84 , 15 , 10 , 13 , 0.78 , 0.90 , 0.96
Electabuzz , 1271 , 0.69 , 11 , 10 , 10 , 0.76 , 0.93 , 0.96
Electabuzz , NaN , 0.87 , 11 , 15 , 13 , 0.79 , 0.97 , 0.97
Magmar , NaN , 0.89 , 12 , 13 , 15 , 0.85 , 0.95 , 0.97
Magmar , -32 , 0.76 , 7 , 15 , 12 , 0.83 , 0.92 , 0.98
Pinsir , 1237 , 0.80 , 15 , 10 , 11 , 0.90 , 0.95 , 0.95
Pinsir , 285 , 0.44 , 4 , 9 , 7 , 0.83 , 0.96 , 0.97
Tauros , 1640 , 0.49 , 1 , 11 , 10 , 0.90 , 0.93 , 0.98
Tauros , NaN , 0.73 , 5 , 15 , 13 , 0.96 , 0.98 , 0.98
Tauros , NaN , 0.82 , 14 , 8 , 15 , 0.76 , 0.93 , 0.95
Magikarp , 148 , 0.82 , 14 , 10 , 13 , 0.73 , 0.14 , 0.06
Magikarp , 148 , 0.91 , 13 , 14 , 14 , 0.75 , 0.14 , 0.07
Magikarp , 147 , 0.89 , 13 , 13 , 14 , 0.74 , 0.14 , 0.06
Magikarp , 1356 , 0.76 , 10 , 11 , 13 , 0.67 , 0.13 , 0.06
Magikarp , 135 , 0.78 , 10 , 12 , 13 , 0.68 , 0.13 , 0.06
Magikarp , NaN , 0.71 , 2 , 15 , 15 , 0.56 , 0.11 , 0.05
Magikarp , 72 , 0.36 , 0 , 11 , 5 , 0.46 , 0.09 , 0.04
Magikarp , NaN , 0.62 , 12 , 1 , 15 , 0.64 , 0.12 , 0.06
Magikarp , 33 , 0.53 , 5 , 6 , 13 , 0.55 , 0.10 , 0.05
Magikarp , 2 , 0.67 , 2 , 13 , 15 , 0.55 , 0.10 , 0.05
Gyarados , 2455 , 0.96 , 14 , 14 , 15 , 0.78 , 0.15 , 0.07
Lapras , 1814 , 0.80 , 10 , 11 , 15 , 0.96 , 0.93 , 0.95
Ditto , 645 , 0.87 , 14 , 12 , 13 , 0.88 , 0.94 , 0.94
Ditto , NaN , 0.82 , 15 , 13 , 9 , 0.88 , 0.93 , 0.93
Eevee , NaN , 0.33 , 1 , 12 , 2 , 0.80 , 0.46 , 0.23
Eevee , 5 , 0.96 , 15 , 13 , 15 , 0.77 , 0.57 , 0.29
Eevee , 551 , 0.64 , 6 , 10 , 13 , 0.81 , 0.51 , 0.26
Eevee , 42 , 0.47 , 5 , 12 , 4 , 0.77 , 0.49 , 0.25
Eevee , 403 , 0.84 , 8 , 15 , 15 , 0.80 , 0.55 , 0.28
Eevee , NaN , 0.60 , 6 , 12 , 9 , 0.81 , 0.51 , 0.26
Eevee , NaN , 0.69 , 2 , 14 , 15 , 0.82 , 0.51 , 0.26
Eevee , NaN , 0.42 , 2 , 8 , 9 , 0.82 , 0.47 , 0.24
Eevee , 183 , 0.53 , 4 , 12 , 8 , 0.79 , 0.49 , 0.25
Eevee , 156 , 0.67 , 2 , 13 , 15 , 0.81 , 0.51 , 0.26
Eevee , NaN , 0.80 , 7 , 14 , 15 , 0.79 , 0.54 , 0.27
Eevee , NaN , 0.42 , 3 , 15 , 1 , 0.83 , 0.48 , 0.24
Eevee , NaN , 0.80 , 13 , 13 , 10 , 0.80 , 0.55 , 0.28
Eevee , 13 , 0.51 , 4 , 11 , 8 , 0.78 , 0.49 , 0.25
Eevee , NaN , 0.33 , 3 , 7 , 5 , 0.80 , 0.46 , 0.23
Eevee , 444 , 0.89 , 12 , 14 , 14 , 0.75 , 0.56 , 0.28
Eevee , 841 , 0.82 , 10 , 13 , 14 , 0.80 , 0.55 , 0.28
Jolteon , 1785 , 0.89 , 13 , 15 , 12 , 0.75 , 0.56 , 0.28
Flareon , 2301 , 0.69 , 4 , 15 , 12 , 0.83 , 0.52 , 0.26
Flareon , NaN , 0.93 , 14 , 13 , 15 , 0.76 , 0.57 , 0.29
Porygon , 520 , 0.36 , 4 , 6 , 6 , 0.90 , 0.96 , 0.56
Porygon , NaN , 0.47 , 3 , 5 , 13 , 0.93 , 0.96 , 0.58
Kabuto , NaN , 0.80 , 11 , 15 , 10 , 0.92 , 0.97 , 0.46
Aerodactyl , 4 , 0.78 , 11 , 11 , 13 , 0.82 , 0.94 , 0.97
Aerodactyl , NaN , 0.89 , 14 , 12 , 14 , 0.84 , 0.96 , 0.95
Snorlax , 1380 , 0.98 , 15 , 15 , 14 , 0.75 , 0.89 , 0.96
Snorlax , NaN , 0.82 , 12 , 10 , 15 , 0.72 , 0.86 , 0.92
Dratini , NaN , 0.87 , 12 , 15 , 12 , 0.95 , 0.61 , 0.31
Dratini , 200 , 0.53 , 5 , 15 , 4 , 0.92 , 0.54 , 0.27
Dragonair , NaN , 0.80 , 14 , 12 , 10 , 0.93 , 0.59 , 0.30
Dragonite , NaN , 0.93 , 15 , 15 , 12 , 0.90 , 0.62 , 0.31
Dragonite , 2044 , 0.93 , 15 , 14 , 13 , 0.89 , 0.62 , 0.31
Mew , NaN , 0.80 , 13 , 13 , 10 , 0.77 , 0.93 , 0.95
Totodile , NaN , 0.58 , 10 , 2 , 14 , 0.93 , 0.66 , 0.32
Totodile , 238 , 0.80 , 7 , 15 , 14 , 0.93 , 0.72 , 0.35
Noctowl , NaN , 0.64 , 8 , 14 , 7 , 0.93 , 0.34 , 0.19
Ledyba , NaN , 0.89 , 12 , 15 , 13 , 0.92 , 0.40 , 0.39
Ledyba , 497 , 0.53 , 2 , 14 , 8 , 0.97 , 0.34 , 0.33
Ledyba , 423 , 0.58 , 0 , 11 , 15 , 0.97 , 0.34 , 0.33
Ledyba , 418 , 0.89 , 12 , 13 , 15 , 0.92 , 0.40 , 0.39
Ledyba , 408 , 0.93 , 14 , 13 , 15 , 0.89 , 0.41 , 0.40
Ledyba , 400 , 0.82 , 14 , 10 , 13 , 0.85 , 0.39 , 0.38
Ledyba , 395 , 0.71 , 15 , 9 , 8 , 0.88 , 0.38 , 0.37
Ledyba , 361 , 0.40 , 0 , 11 , 7 , 0.96 , 0.32 , 0.31
Ledyba , 341 , 0.89 , 13 , 13 , 14 , 0.87 , 0.40 , 0.39
Ledyba , 335 , 0.69 , 15 , 7 , 9 , 0.87 , 0.38 , 0.36
Ledyba , NaN , 0.64 , 4 , 12 , 13 , 0.96 , 0.35 , 0.34
Ledyba , 300 , 0.78 , 15 , 10 , 10 , 0.84 , 0.39 , 0.38
Ledyba , 154 , 0.80 , 12 , 12 , 12 , 0.89 , 0.39 , 0.37
Ledyba , NaN , 0.93 , 13 , 15 , 14 , 0.88 , 0.41 , 0.39
Ledyba , 100 , 0.60 , 2 , 13 , 12 , 0.94 , 0.34 , 0.33
Ledyba , NaN , 0.40 , 0 , 9 , 9 , 0.96 , 0.32 , 0.31
Ledyba , NaN , 0.36 , 0 , 6 , 10 , 0.97 , 0.31 , 0.30
Ledyba , 10 , 0.87 , 14 , 13 , 12 , 0.87 , 0.40 , 0.39
Ledian , NaN , 0.89 , 12 , 15 , 13 , 0.92 , 0.40 , 0.39
Ledian , NaN , 0.73 , 8 , 10 , 15 , 0.91 , 0.37 , 0.36
Chinchou , 493 , 0.67 , 1 , 15 , 14 , 0.94 , 0.64 , 0.33
Chinchou , NaN , 0.71 , 2 , 15 , 15 , 0.95 , 0.65 , 0.34
Chinchou , NaN , 0.82 , 9 , 15 , 13 , 0.92 , 0.69 , 0.36
Chinchou , NaN , 0.44 , 2 , 6 , 12 , 0.94 , 0.59 , 0.31
Pichu , 288 , 0.87 , 11 , 15 , 13 , 0.93 , 0.59 , 0.28
Pichu , 269 , 0.98 , 15 , 15 , 14 , 0.89 , 0.62 , 0.30
Pichu , NaN , 0.96 , 14 , 15 , 14 , 0.88 , 0.61 , 0.29
Pichu , 265 , 0.96 , 14 , 14 , 15 , 0.88 , 0.61 , 0.29
Pichu , 265 , 0.93 , 15 , 13 , 14 , 0.87 , 0.61 , 0.29
Pichu , NaN , 0.93 , 15 , 13 , 14 , 0.87 , 0.61 , 0.29
Pichu , 261 , 0.93 , 12 , 15 , 15 , 0.95 , 0.61 , 0.29
Pichu , NaN , 0.89 , 13 , 15 , 12 , 0.94 , 0.60 , 0.29
Pichu , 256 , 0.82 , 13 , 14 , 10 , 0.91 , 0.58 , 0.28
Pichu , NaN , 0.82 , 11 , 15 , 11 , 0.91 , 0.58 , 0.28
Pichu , 251 , 0.80 , 11 , 13 , 12 , 0.90 , 0.58 , 0.28
Pichu , 262 , 0.91 , 15 , 11 , 15 , 0.94 , 0.60 , 0.29
Togepi , 369 , 0.96 , 14 , 14 , 15 , 0.91 , 0.38 , 0.20
Togepi , NaN , 0.91 , 14 , 15 , 12 , 0.89 , 0.38 , 0.20
Togetic , NaN , 0.49 , 2 , 11 , 9 , 0.95 , 0.30 , 0.16
Natu , 965 , 0.82 , 12 , 11 , 14 , 0.90 , 0.68 , 0.33
Natu , NaN , 0.91 , 12 , 15 , 14 , 0.94 , 0.71 , 0.34
Xatu , NaN , 0.78 , 5 , 15 , 15 , 0.99 , 0.68 , 0.33
Mareep , 669 , 0.42 , 0 , 10 , 9 , 0.92 , 0.50 , 0.24
Mareep , NaN , 0.62 , 0 , 14 , 14 , 0.99 , 0.54 , 0.26
Mareep , 182 , 0.22 , 1 , 8 , 1 , 0.92 , 0.47 , 0.23
Mareep , NaN , 0.82 , 11 , 15 , 11 , 0.92 , 0.59 , 0.29
Flaaffy , 3 , 0.82 , 9 , 15 , 13 , 0.92 , 0.59 , 0.29
Flaaffy , 335 , 0.87 , 13 , 15 , 11 , 0.93 , 0.60 , 0.29
