Index,Name,Form,Pokemon,Gender,CP,HP,Atk IV,Def IV,Sta IV,IV Avg,Level Min,Level Max,Quick Move,Charge Move,Charge Move 2,Scan Date,Catch Date,Weight,Height,Lucky,Shadow/Purified,Favorite,Dust,Rank % (G),Rank # (G),Stat Product (G),Dust Cost (G),Candy Cost (G),Name (G),Form (G),Sha/Pur (G),Rank % (U),Rank # (U),Stat Product (U),Dust Cost (U),Candy Cost (U),Name (U),Form (U),Sha/Pur (U),Rank % (L),Rank # (L),Stat Product (L),Dust Cost (L),Candy Cost (L),Name (L),Form (L),Sha/Pur (L),Marked for PvP use
358,Reshiram,,643,,3373,158,13,15,14,93.3,29.5,29.5,,,,"2023-06-06 10:32",1/9/2023,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
359,Thundurus,Normal,642,♂,1843,118,10,12,11,73.3,20.0,20.0,,,,"2023-06-06 10:32",,,,0,0,0,2500,,,,,,,,,84.20%,648,96.98%,47000,42,Thundurus,Normal,0,,,,,,,,,
360,Thundurus,Normal,642,♂,1859,120,11,12,13,80.0,20.0,20.0,,,,"2023-06-06 10:32",3/26/2023,,,0,0,0,2500,,,,,,,,,50.26%,2038,95.53%,43000,38,Thundurus,Normal,0,,,,,,,,,
361,Thundurus,Normal,642,♂,1873,120,10,15,14,86.7,20.0,20.0,,,,"2023-06-06 10:32",3/24/2023,,,0,0,0,2500,,,,,,,,,81.03%,778,96.81%,43000,38,Thundurus,Normal,0,,,,,,,,,
362,Thundurus,Normal,642,♂,2292,132,10,11,10,68.9,25.0,25.0,,,,"2023-06-06 10:32",,,,0,0,0,4000,,,,,,,,,55.75%,1813,95.73%,16000,14,Thundurus,Normal,0,,,,,,,,,
363,Hoopa,Confined,720,♂,1889,109,15,13,11,86.7,20.0,20.0,,,,"2023-06-06 10:32",2/12/7072,,,0,0,0,2500,,,,,,,,,18.05%,3357,94.09%,39000,34,Hoopa,Confined,0,,,,,,,,,
364,Tornadus,Normal,641,♂,2331,134,12,11,14,82.2,25.0,25.0,,,,"2023-06-06 10:32",3/2/2023,,,0,0,0,4000,,,,,,,,,45.05%,2251,95.33%,12000,10,Tornadus,Normal,0,,,,,,,,,
365,Larvesta,,636,♂,822,93,14,10,11,77.8,20.0,20.0,,,,"2023-06-06 10:32",5/25/2023,,,0,0,0,2500,46.52%,2191,93.70%,289000,248,Larvesta,,0,48.82%,2097,95.24%,27500,425,Volcarona,,0,,,,,,,,,
366,Deino,,633,♂,298,65,5,14,7,57.8,11.0,11.0,,,,"2023-06-06 10:31",5/8/2023,,,0,0,0,1300,90.26%,400,97.34%,130000,147,Zweilous,,0,95.51%,185,98.11%,68000,192,Hydreigon,,0,56.00%,1803,92.97%,23600,28,Deino,,0,
367,Deino,,633,♀,322,69,11,14,15,88.9,11.0,11.0,,,,"2023-06-06 10:31",1/16/2023,,,0,0,0,1300,61.86%,1563,95.42%,10000,139,Hydreigon,,0,92.28%,317,97.74%,60500,186,Hydreigon,,0,75.41%,1008,94.38%,19200,24,Deino,,0,
368,Deino,,633,♀,445,78,15,14,10,86.7,15.0,15.0,,,,"2023-06-06 10:31",12/18/2022,,,0,0,0,1900,41.20%,2409,94.49%,86400,103,Zweilous,,0,10.60%,3662,93.92%,45400,167,Hydreigon,,0,16.07%,3438,90.05%,5700,6,Deino,,0,
369,Deino,,633,♂,587,93,12,13,15,88.9,20.0,20.0,,,,"2023-06-06 10:31",6/3/2023,,,0,0,0,2500,51.53%,1986,95.01%,65000,83,Zweilous,,0,90.77%,379,97.62%,27500,150,Hydreigon,,0,,,,,,,,,
370,Vullaby,,629,♀,720,111,14,15,15,97.8,20.0,20.0,,,,"2023-06-06 10:31",2/25/2023,,,0,0,0,2500,33.75%,2714,93.57%,27500,75,Mandibuzz,,0,99.88%,6,99.31%,475000,298,Mandibuzz,,0,,,,,,,,,
371,Braviary,Hisuian,628,♂,1573,152,12,13,14,86.7,20.0,20.0,,,,"2023-06-06 10:31",2/6/2023,,,0,0,0,2500,,,,,,,,,71.36%,1174,96.93%,116000,106,Braviary,Hisuian,0,,,,,,,,,
372,Rufflet,,627,♂,314,68,11,9,10,66.7,8.0,8.0,,,,"2023-06-06 10:31",5/9/2023,,,0,0,0,800,54.38%,1869,94.10%,388600,290,Rufflet,,0,46.47%,2193,95.69%,108600,154,Braviary,Normal,0,68.99%,1271,93.29%,9500,12,Rufflet,,0,
373,Rufflet,,627,♂,344,70,5,13,4,48.9,9.0,9.0,,,,"2023-06-06 10:31",,,,0,0,0,1000,83.25%,687,96.17%,468000,288,Rufflet,,0,76.41%,967,96.92%,117000,160,Braviary,Normal,0,93.89%,251,95.79%,9200,12,Rufflet,,0,
374,Pawniard,,624,♀,770,82,11,10,10,68.9,20.0,20.0,,,,"2023-06-06 10:31",5/11/2023,,,0,0,0,2500,79.61%,836,94.87%,431000,248,Pawniard,,0,41.76%,2386,95.27%,123000,164,Bisharp,,0,,,,,,,,,
375,Pawniard,,624,♂,797,83,13,14,12,86.7,20.0,20.0,,,,"2023-06-06 10:31",5/24/2023,,,0,0,0,2500,86.62%,549,95.58%,350000,248,Pawniard,,0,57.02%,1761,95.82%,103000,142,Bisharp,,0,,,,,,,,,
376,Pawniard,,624,♀,798,84,14,11,14,86.7,20.0,20.0,,,,"2023-06-06 10:31",4/16/2023,,,0,0,0,2500,86.15%,568,95.55%,350000,248,Pawniard,,0,65.54%,1412,96.15%,103000,142,Bisharp,,0,,,,,,,,,
377,Pawniard,,624,♂,798,84,12,14,14,88.9,20.0,20.0,,,,"2023-06-06 10:31",2/27/2023,,,0,0,0,2500,94.02%,246,96.67%,350000,248,Pawniard,,0,82.59%,714,96.90%,103000,142,Bisharp,,0,,,,,,,,,
378,Golurk,,623,,630,82,12,13,14,86.7,8.0,8.0,,,,"2023-06-06 10:31",1/30/2023,,,0,0,0,0,47.01%,2171,94.90%,31400,36,Golurk,,0,71.72%,1159,96.85%,141600,134,Golurk,,0,,,,,,,,,
379,Golurk,,623,,1591,131,10,14,15,86.7,20.0,20.0,,,,"2023-06-06 10:31",2/16/2023,,,0,0,0,0,,,,,,,,,79.05%,859,97.19%,103000,92,Golurk,,0,,,,,,,,,
380,Golurk,,623,,1593,128,13,14,10,82.2,20.0,20.0,,,,"2023-06-06 10:31",7/1/7072,,,0,0,0,0,,,,,,,,,50.48%,2029,96.04%,103000,92,Golurk,,0,,,,,,,,,
381,Golett,,622,,223,59,0,7,5,26.7,8.0,8.0,,,,"2023-06-06 10:31",2/11/2023,,,0,1,0,961,94.16%,240,97.72%,49326,119,Golurk,,1,87.81%,500,97.68%,281526,381,Golurk,,1,89.87%,416,95.79%,32406,51,Golett,,1,
382,Druddigon,,621,♀,1637,123,10,14,15,86.7,21.5,21.5,,,,"2023-06-06 10:31",3/12/2023,,,0,0,0,3000,,,,,,,,,86.84%,540,97.64%,137000,133,Druddigon,,0,,,,,,,,,
383,Druddigon,,621,♂,1925,132,15,11,14,88.9,25.0,25.0,,,,"2023-06-06 10:31",1/13/2023,,,0,0,0,4000,,,,,,,,,33.77%,2713,95.43%,99000,94,Druddigon,,0,,,,,,,,,
384,Stunfisk,Galarian,618,♂,572,107,5,11,15,68.9,10.0,10.0,,,,"2023-06-06 10:31",3/25/2023,,,0,0,0,1000,85.84%,581,96.86%,74000,72,Stunfisk,Galarian,0,77.22%,934,91.70%,510000,286,Stunfisk,Galarian,0,,,,,,,,,
385,Stunfisk,Galarian,618,♀,1120,144,10,14,9,73.3,19.0,19.0,,,,"2023-06-06 10:31",6/2/2023,,,0,0,0,2500,33.97%,2705,93.88%,36000,32,Stunfisk,Galarian,0,90.92%,373,94.08%,480000,252,Stunfisk,Galarian,0,,,,,,,,,
386,Stunfisk,Galarian,618,♂,1203,151,12,13,14,86.7,20.0,20.0,,,,"2023-06-06 10:30",4/23/2023,,,0,0,0,2500,23.05%,3152,93.25%,27500,25,Stunfisk,Galarian,0,97.92%,86,96.60%,475000,248,Stunfisk,Galarian,0,,,,,,,,,
387,Stunfisk,Galarian,618,♀,1233,151,15,15,14,97.8,20.0,20.0,,,,"2023-06-06 10:30",,,,0,0,0,2500,28.91%,2912,93.55%,24000,22,Stunfisk,Galarian,0,99.98%,2,99.53%,475000,248,Stunfisk,Galarian,0,,,,,,,,,
388,Stunfisk,Galarian,618,♂,1503,169,11,15,14,88.9,25.0,25.0,,,,"2023-06-06 10:30",2/18/2023,,,0,0,0,4000,,,,,,,,,98.51%,62,97.03%,444000,220,Stunfisk,Galarian,0,,,,,,,,,
389,Stunfisk,Normal,618,♀,646,110,9,14,10,73.3,11.0,11.0,,,,"2023-06-06 10:30",5/11/2023,,,0,0,0,1300,77.73%,913,96.28%,68000,67,Stunfisk,Normal,0,90.23%,401,93.92%,508000,284,Stunfisk,Normal,0,,,,,,,,,
390,Stunfisk,Normal,618,♀,655,108,14,12,4,66.7,11.0,11.0,,,,"2023-06-06 10:30",5/11/2023,,,0,0,0,1300,19.49%,3298,92.98%,64000,64,Stunfisk,Normal,0,88.96%,453,93.66%,508000,284,Stunfisk,Normal,0,,,,,,,,,
391,Stunfisk,Normal,618,♂,902,130,13,12,12,82.2,15.0,15.0,,,,"2023-06-06 10:30",5/11/2023,,,0,0,0,1900,15.92%,3444,92.78%,48900,45,Stunfisk,Normal,0,96.36%,150,95.79%,496400,268,Stunfisk,Normal,0,,,,,,,,,
392,Stunfisk,Normal,618,♀,1400,171,1,1,12,31.1,26.0,26.0,,,,"2023-06-06 10:30",5/1/2023,,,0,0,0,0,70.87%,1194,95.85%,12500,12,Stunfisk,Normal,0,8.13%,3763,83.15%,436000,214,Stunfisk,Normal,0,,,,,,,,,
393,Stunfisk,Normal,618,♀,1531,172,4,15,8,60.0,27.0,27.0,,,,"2023-06-06 10:30",5/11/2023,,,0,0,0,0,,,,,,,,,67.35%,1338,90.47%,428000,206,Stunfisk,Normal,0,,,,,,,,,
394,Stunfisk,Normal,618,♂,1629,175,14,10,13,82.2,27.0,27.0,,,,"2023-06-06 10:30",5/10/2023,,,0,0,0,4500,,,,,,,,,96.43%,147,95.80%,428000,206,Stunfisk,Normal,0,,,,,,,,,
395,Stunfisk,Normal,618,♂,1863,186,9,9,5,51.1,35.0,35.0,,,,"2023-06-06 10:30",5/11/2023,,,0,0,0,8000,,,,,,,,,55.95%,1805,89.21%,338000,118,Stunfisk,Normal,0,,,,,,,,,
396,Beartic,,614,♂,1494,127,13,14,12,86.7,17.5,17.5,,,,"2023-06-06 10:30",12/27/2022,,,1,0,0,1100,84.08%,653,96.25%,0,0,Beartic,,0,48.23%,2121,96.05%,38300,68,Beartic,,0,,,,,,,,,
397,Fraxure,,611,♂,1248,104,14,14,10,84.4,20.0,20.0,,,,"2023-06-06 10:30",,,,0,0,0,2500,76.41%,967,96.06%,24000,22,Fraxure,,0,97.90%,87,97.51%,475000,248,Fraxure,,0,,,,,,,,,
398,Axew,,610,♀,128,37,0,11,15,57.8,4.0,4.0,,,,"2023-06-06 10:30",5/7/2023,,,0,0,0,400,99.83%,8,99.40%,78400,106,Fraxure,,0,87.01%,533,97.52%,78400,206,Haxorus,,0,97.73%,94,97.10%,5600,34,Fraxure,,0,
399,Axew,,610,♂,352,59,4,9,12,55.6,10.0,10.0,,,,"2023-06-06 10:30",5/9/2023,,,0,0,0,1000,96.85%,130,97.72%,15500,145,Haxorus,,0,62.59%,1533,96.34%,70000,194,Haxorus,,0,78.05%,900,94.59%,10400,14,Axew,,0,
400,Axew,,610,♀,445,66,11,10,13,75.6,12.0,12.0,,,,"2023-06-06 10:30",6/1/2023,,,0,0,0,1300,92.09%,325,95.48%,505400,280,Axew,,0,67.57%,1329,96.54%,61400,185,Haxorus,,0,92.04%,327,96.12%,4200,6,Axew,,0,
401,Axew,,610,♂,747,86,11,10,15,80.0,20.0,20.0,,,,"2023-06-06 10:30",3/8/2023,,,0,0,0,2500,94.09%,243,96.27%,475000,248,Axew,,0,93.33%,274,98.02%,31000,153,Haxorus,,0,,,,,,,,,
402,Axew,,610,♀,749,84,11,13,12,80.0,20.0,20.0,,,,"2023-06-06 10:30",5/13/2023,,,0,0,0,2500,96.36%,150,97.24%,475000,248,Axew,,0,94.21%,238,98.13%,31000,153,Haxorus,,0,,,,,,,,,
403,Axew,,610,♂,752,86,12,11,14,82.2,20.0,20.0,,,,"2023-06-06 10:30",3/29/2023,,,0,0,0,2500,97.58%,100,97.73%,475000,248,Axew,,0,38.46%,2521,95.45%,27500,150,Haxorus,,0,,,,,,,,,
404,Axew,,610,♂,757,83,14,13,10,82.2,20.0,20.0,,,,"2023-06-06 10:29",5/24/2023,,,0,0,0,2500,96.68%,137,97.34%,475000,248,Axew,,0,96.70%,136,96.80%,475000,273,Fraxure,,0,,,,,,,,,
405,Axew,,610,♂,759,83,13,15,10,84.4,20.0,20.0,,,,"2023-06-06 10:29",5/18/2023,,,0,0,0,2500,98.10%,79,97.88%,460000,248,Axew,,0,98.27%,72,97.79%,475000,273,Fraxure,,0,,,,,,,,,
406,Axew,,610,♂,759,86,13,11,15,86.7,20.0,20.0,,,,"2023-06-06 10:29",5/9/2023,,,0,0,0,2500,97.63%,98,97.73%,460000,248,Axew,,0,97.95%,85,97.53%,475000,273,Fraxure,,0,,,,,,,,,
407,Axew,,610,♂,759,86,12,13,14,86.7,20.0,20.0,,,,"2023-06-06 10:29",1/7/2023,,,0,0,0,2500,98.32%,70,98.07%,460000,248,Axew,,0,98.39%,67,97.90%,475000,273,Fraxure,,0,,,,,,,,,
408,Axew,,610,♀,765,86,15,11,14,88.9,20.0,20.0,,,,"2023-06-06 10:29",5/24/2023,,,0,0,0,2500,97.05%,122,97.50%,445000,248,Axew,,0,98.19%,75,97.75%,475000,273,Fraxure,,0,,,,,,,,,
409,Axew,,610,♂,768,86,15,11,15,91.1,20.0,20.0,,,,"2023-06-06 10:29",4/1/7072,,,0,0,0,2500,95.60%,181,96.92%,431000,248,Axew,,0,98.93%,45,98.40%,475000,273,Fraxure,,0,,,,,,,,,
410,Axew,,610,♀,769,84,14,15,12,91.1,20.0,20.0,,,,"2023-06-06 10:29",,,,0,0,0,2500,98.61%,58,98.12%,431000,248,Axew,,0,99.46%,23,98.89%,475000,273,Fraxure,,0,,,,,,,,,
411,Axew,,610,♀,773,85,15,14,13,93.3,20.0,20.0,,,,"2023-06-06 10:29",5/17/2023,,,0,0,0,2500,96.46%,146,97.27%,417000,248,Axew,,0,99.27%,31,98.68%,460000,273,Fraxure,,0,,,,,,,,,
412,Axew,,610,♂,795,87,13,12,13,84.4,21.0,21.0,,,,"2023-06-06 10:29",4/3/2023,,,0,0,0,3000,98.97%,43,98.38%,470000,244,Axew,,0,97.05%,122,96.96%,470000,269,Fraxure,,0,,,,,,,,,
413,Axew,,610,♀,803,87,14,13,13,88.9,21.0,21.0,,,,"2023-06-06 10:29",4/28/2023,,,0,0,0,3000,97.85%,89,97.83%,440000,244,Axew,,0,98.66%,56,98.11%,470000,269,Fraxure,,0,,,,,,,,,
414,Elgyem,,605,♂,94,34,7,9,13,64.4,3.0,3.0,,,,"2023-06-06 10:29",5/5/2023,,,0,0,0,400,72.31%,1135,96.14%,44200,102,Beheeyem,,0,65.10%,1430,96.56%,213200,272,Beheeyem,,0,76.09%,980,94.15%,18000,26,Elgyem,,0,
415,Elgyem,,605,♀,134,40,7,11,12,66.7,4.0,4.0,,,,"2023-06-06 10:29",5/11/2023,,,0,0,0,400,89.47%,432,97.25%,43400,100,Beheeyem,,0,88.57%,469,97.68%,212400,270,Beheeyem,,0,82.00%,738,94.65%,17200,24,Elgyem,,0,
416,Elgyem,,605,♀,436,69,7,15,4,57.8,12.0,12.0,,,,"2023-06-06 10:29",5/30/2023,,,0,0,0,1300,51.43%,1990,95.16%,30400,82,Beheeyem,,0,66.72%,1364,96.62%,208400,264,Beheeyem,,0,58.85%,1686,92.96%,4200,6,Elgyem,,0,
417,Elgyem,,605,♀,564,80,10,14,10,75.6,15.0,15.0,,,,"2023-06-06 10:29",5/11/2023,,,0,0,0,1900,97.31%,111,97.43%,496400,268,Elgyem,,0,61.90%,1561,96.44%,166400,210,Beheeyem,,0,,,,,,,,,
418,Elgyem,,605,♂,683,92,0,8,9,37.8,20.0,20.0,,,,"2023-06-06 10:29",5/4/2023,,,0,0,0,2500,96.48%,145,98.12%,5000,54,Beheeyem,,0,91.16%,363,97.87%,225000,298,Beheeyem,,0,,,,,,,,,
419,Eelektross,,604,♀,1470,124,15,12,15,93.3,19.0,19.0,,,,"2023-06-06 10:29",3/12/2023,,,1,0,0,1250,30.33%,2854,93.84%,0,0,Eelektross,,0,52.48%,1947,96.29%,67500,126,Eelektross,,0,,,,,,,,,
420,Klink,,599,,530,77,15,12,10,82.2,20.0,20.0,,,,"2023-06-06 10:29",1/27/2023,,,0,0,0,2500,27.79%,2958,94.08%,65000,83,Klang,,0,30.74%,2837,95.17%,178000,307,Klinklang,,0,,,,,,,,,
421,Ferroseed,,597,♂,174,48,11,15,13,86.7,7.0,7.0,,,,"2023-06-06 10:29",2/4/2023,,,0,0,0,800,61.56%,1575,95.36%,57200,110,Ferrothorn,,0,96.70%,136,97.96%,457200,342,Ferrothorn,,0,64.18%,1468,93.61%,37700,42,Ferroseed,,0,
422,Ferroseed,,597,♀,375,71,10,12,12,75.6,15.0,15.0,,,,"2023-06-06 10:29",5/2/2023,,,0,0,0,1900,67.03%,1351,95.64%,41900,89,Ferrothorn,,0,98.34%,69,98.51%,481400,318,Ferrothorn,,0,73.26%,1096,94.43%,21400,20,Ferroseed,,0,
423,Ferroseed,,597,♀,768,102,11,15,13,86.7,30.0,30.0,,,,"2023-06-06 10:29",1/29/2023,,,0,0,0,5000,97.05%,122,94.26%,400000,182,Ferroseed,,0,96.70%,136,97.96%,342000,232,Ferrothorn,,0,,,,,,,,,
424,Joltik,,595,♀,13,13,10,12,4,57.8,1.0,1.0,,,,"2023-06-06 10:28",5/7/2023,,,0,0,0,200,25.35%,3058,93.56%,76000,134,Galvantula,,0,67.37%,1337,89.54%,520000,354,Galvantula,,0,87.50%,513,95.64%,7200,65,Galvantula,,0,
425,Joltik,,595,♀,158,47,11,11,12,75.6,6.0,6.0,,,,"2023-06-06 10:28",5/29/2023,,,0,0,0,600,47.16%,2165,94.59%,68900,121,Galvantula,,0,91.36%,355,93.58%,516400,344,Galvantula,,0,55.73%,1814,92.44%,32000,38,Joltik,,0,
426,Joltik,,595,♂,210,55,6,15,10,68.9,8.0,8.0,,,,"2023-06-06 10:28",5/9/2023,,,0,0,0,800,90.23%,401,96.96%,69600,120,Galvantula,,0,88.11%,488,92.78%,513600,340,Galvantula,,0,81.22%,770,94.43%,31400,36,Joltik,,0,
427,Joltik,,595,♀,216,54,11,13,9,73.3,8.0,8.0,,,,"2023-06-06 10:28",5/10/2023,,,0,0,0,800,42.05%,2374,94.37%,66100,117,Galvantula,,0,91.87%,334,93.69%,513600,340,Galvantula,,0,47.62%,2146,91.90%,29200,34,Joltik,,0,
428,Joltik,,595,♂,425,77,8,12,8,62.2,16.0,16.0,,,,"2023-06-06 10:28",5/7/2023,,,0,0,0,1900,57.56%,1739,95.05%,48600,94,Galvantula,,0,78.78%,870,91.11%,492600,314,Galvantula,,0,54.82%,1851,92.39%,10400,10,Joltik,,0,
429,Joltik,,595,♂,549,87,11,12,10,73.3,20.0,20.0,,,,"2023-06-06 10:28",5/2/2023,,,0,0,0,2500,44.71%,2265,94.49%,27500,75,Galvantula,,0,89.26%,441,93.03%,475000,298,Galvantula,,0,,,,,,,,,
430,Joltik,,595,♀,838,111,14,7,15,80.0,30.0,30.0,,,,"2023-06-06 10:28",6/4/2023,,,0,0,0,5000,93.19%,280,92.18%,400000,182,Joltik,,0,92.75%,298,93.97%,400000,232,Galvantula,,0,,,,,,,,,
431,Frillish,,592,♀,519,82,11,15,13,86.7,15.0,15.0,,,,"2023-06-06 10:28",2/8/2023,,,0,0,0,1900,77.95%,904,96.46%,38400,86,Jellicent,,0,97.63%,98,98.51%,424400,318,Jellicent,,0,,,,,,,,,
432,Frillish,,592,♀,526,81,14,14,11,86.7,15.0,15.0,,,,"2023-06-06 10:28",2/12/2023,,,0,0,0,1900,23.88%,3118,93.64%,35400,83,Jellicent,,0,86.35%,560,97.03%,397400,318,Jellicent,,0,,,,,,,,,
433,Frillish,,592,♀,914,108,13,15,13,91.1,26.0,26.0,,,,"2023-06-06 10:28",,,,0,0,0,4000,99.19%,34,97.00%,436000,214,Frillish,,0,91.09%,366,97.47%,337000,264,Jellicent,,0,,,,,,,,,
434,Frillish,,592,♂,15,14,3,15,5,51.1,1.0,1.0,,,,"2023-06-06 10:28",5/13/2023,,,0,0,0,200,94.75%,216,97.91%,72500,131,Jellicent,,0,53.77%,1894,94.77%,520000,354,Jellicent,,0,73.89%,1070,94.48%,25500,38,Frillish,,0,
435,Frillish,,592,♂,16,14,7,15,8,66.7,1.0,1.0,,,,"2023-06-06 10:28",6/3/2023,,,0,0,0,200,49.43%,2072,94.97%,65500,125,Jellicent,,0,96.19%,157,98.11%,520000,354,Jellicent,,0,91.11%,365,96.54%,6400,64,Jellicent,,0,
436,Frillish,,592,♂,514,82,10,14,14,84.4,15.0,15.0,,,,"2023-06-06 10:28",2/8/2023,,,0,0,0,1900,70.26%,1219,96.02%,38400,86,Jellicent,,0,97.61%,99,98.51%,438400,318,Jellicent,,0,,,,,,,,,
437,Frillish,,592,♂,626,88,9,12,6,60.0,19.0,19.0,,,,"2023-06-06 10:28",5/9/2023,,,0,0,0,2500,30.01%,2867,93.99%,25500,73,Jellicent,,0,89.74%,421,97.25%,480000,302,Jellicent,,0,,,,,,,,,
438,Frillish,,592,♂,684,95,10,13,14,82.2,20.0,20.0,,,,"2023-06-06 10:28",5/7/2023,,,0,0,0,2500,60.61%,1614,95.52%,17000,66,Jellicent,,0,95.04%,204,98.00%,417000,298,Jellicent,,0,,,,,,,,,
439,Frillish,,592,♂,691,93,13,12,11,80.0,20.0,20.0,,,,"2023-06-06 10:28",6/1/2023,,,0,0,0,2500,59.00%,1680,95.44%,17000,66,Jellicent,,0,87.79%,501,97.12%,403000,298,Jellicent,,0,,,,,,,,,
440,Foongus,,590,♀,181,63,10,15,12,82.2,7.0,7.0,,,,"2023-06-06 10:28",4/26/2023,,,0,0,0,800,47.67%,2144,94.33%,71200,122,Amoonguss,,0,97.00%,124,96.18%,515200,342,Amoonguss,,0,91.79%,337,96.35%,2400,53,Amoonguss,,0,
441,Foongus,,590,♂,346,88,10,15,14,86.7,13.0,13.0,,,,"2023-06-06 10:28",3/19/2023,,,0,1,0,1921,58.27%,1710,94.87%,70564,130,Amoonguss,,1,99.46%,23,98.24%,400600,256,Amoonguss,,2,60.63%,1613,93.21%,24724,33,Foongus,,1,
442,Foongus,,590,♀,548,109,13,15,14,93.3,20.0,20.0,,,,"2023-06-06 10:28",7/1/7072,,,0,0,0,2500,32.99%,2745,93.58%,27500,75,Amoonguss,,0,99.61%,17,98.38%,475000,298,Amoonguss,,0,,,,,,,,,
443,Foongus,,590,♂,571,113,13,13,15,91.1,21.0,21.0,,,,"2023-06-06 10:28",5/27/2023,,,0,0,0,3000,21.07%,3233,92.90%,22500,71,Amoonguss,,0,98.90%,46,97.54%,470000,294,Amoonguss,,0,,,,,,,,,
444,Karrablast,,588,♀,82,30,13,12,3,62.2,3.0,3.0,,,,"2023-06-06 10:27",5/1/2023,,,0,0,0,400,39.63%,2473,94.13%,39200,248,Escavalier,,0,21.05%,3234,94.94%,160200,358,Escavalier,,0,72.04%,1146,94.56%,3400,207,Escavalier,,0,
445,Karrablast,,588,♂,264,56,5,9,5,42.2,9.0,9.0,,,,"2023-06-06 10:27",1/18/2023,,,0,0,0,1000,51.43%,1990,94.65%,34500,238,Escavalier,,0,68.21%,1303,96.76%,190000,390,Escavalier,,0,47.13%,2166,92.51%,21300,26,Karrablast,,0,
446,Karrablast,,588,♂,559,82,7,14,8,64.4,18.0,18.0,,,,"2023-06-06 10:27",5/6/2023,,,0,0,0,2200,67.99%,1312,95.41%,4400,204,Escavalier,,0,89.13%,446,97.78%,132400,322,Escavalier,,0,,,,,,,,,
447,Karrablast,,588,♂,705,98,0,3,11,31.1,25.0,25.0,,,,"2023-06-06 10:27",4/15/2023,,,0,0,0,4000,14.16%,3516,77.65%,444000,220,Karrablast,,0,80.15%,814,97.27%,138000,342,Escavalier,,0,,,,,,,,,
448,Karrablast,,588,♂,805,102,4,14,13,68.9,26.0,26.0,,,,"2023-06-06 10:27",5/5/2023,,,0,0,0,4000,89.28%,440,91.13%,436000,214,Karrablast,,0,97.39%,108,98.64%,84000,280,Escavalier,,0,,,,,,,,,
449,Emolga,,587,♂,391,62,11,8,10,64.4,9.0,9.0,,,,"2023-06-06 10:27",5/15/2023,,,0,0,0,1000,37.58%,2557,94.22%,233000,246,Emolga,,0,79.12%,856,90.12%,512000,288,Emolga,,0,16.41%,3424,90.59%,4000,4,Emolga,,0,
450,Emolga,,587,♀,895,93,10,15,11,80.0,20.0,20.0,,,,"2023-06-06 10:27",6/4/2023,,,0,0,0,2500,79.24%,851,96.36%,169000,170,Emolga,,0,95.29%,194,94.23%,475000,248,Emolga,,0,,,,,,,,,
451,Emolga,,587,♂,908,94,12,15,12,86.7,20.0,20.0,,,,"2023-06-06 10:27",6/3/2023,,,0,0,0,2500,74.07%,1063,96.05%,153000,150,Emolga,,0,98.34%,69,96.08%,475000,248,Emolga,,0,,,,,,,,,
452,Emolga,,587,♂,1467,118,15,11,9,77.8,35.0,35.0,,,,"2023-06-06 10:27",,,,0,0,0,8000,11.36%,3631,92.64%,16000,20,Emolga,,0,93.75%,257,93.58%,338000,118,Emolga,,0,,,,,,,,,
453,Deerling,,585,♀,14,15,7,13,13,73.3,1.0,1.0,,,,"2023-06-06 10:27",6/22/7072,,,0,0,0,200,70.38%,1214,95.52%,59000,119,Sawsbuck,,0,92.53%,307,98.03%,421000,354,Sawsbuck,,0,86.11%,570,94.98%,29300,42,Deerling,,0,
454,Deerling,,585,♂,637,103,14,3,14,68.9,21.0,21.0,,,,"2023-06-06 10:27",6/6/2023,,,0,0,0,3000,23.15%,3148,93.30%,9000,59,Sawsbuck,,0,30.62%,2842,94.43%,358000,294,Sawsbuck,,0,,,,,,,,,
455,Deerling,,585,♂,755,113,6,9,11,57.8,26.0,26.0,,,,"2023-06-06 10:27",6/2/2023,,,0,0,0,4000,64.27%,1464,86.36%,436000,214,Deerling,,0,86.59%,550,97.43%,392000,264,Sawsbuck,,0,,,,,,,,,
456,Deerling,,585,♂,833,110,14,13,4,68.9,27.0,27.0,,,,"2023-06-06 10:27",6/1/2023,,,0,0,0,4500,89.01%,451,91.33%,428000,206,Deerling,,0,36.97%,2582,94.76%,303000,256,Sawsbuck,,0,,,,,,,,,
457,Deerling,,585,♂,103,41,2,12,7,46.7,4.0,4.0,,,,"2023-06-06 10:27",5/29/2023,,,0,0,0,400,78.44%,884,95.97%,63900,119,Sawsbuck,,0,91.87%,334,97.94%,518400,348,Sawsbuck,,0,94.31%,234,96.41%,4800,58,Sawsbuck,,0,
458,Deerling,,585,♀,183,56,0,6,7,28.9,7.0,7.0,,,,"2023-06-06 10:27",5/7/2023,,,0,0,0,800,96.09%,161,97.54%,67700,119,Sawsbuck,,0,15.85%,3447,93.28%,515200,342,Sawsbuck,,0,94.77%,215,96.22%,33000,38,Deerling,,0,
459,Deerling,,585,♂,192,59,1,9,15,55.6,7.0,7.0,,,,"2023-06-06 10:27",4/26/2023,,,0,0,0,800,94.92%,209,97.36%,60700,113,Sawsbuck,,0,95.80%,173,98.49%,500200,342,Sawsbuck,,0,98.83%,49,97.98%,1600,52,Sawsbuck,,0,
